feature1-total words,feature2-first-person pronoun,feature3-negation word,feature4-positive word,feature5-negative word,feature8-tokens per sentence,feature10-dependency tree depth,feature15-attributives,feature16-adverbials,feature19-positive emotion,feature20-negative emotion,feature21-neutral emotionb,SE-self-esteem
54,0.111111111,0,0.148148148,0,18.66666667,5,3.666666667,3.666666667,1,0,0,30
95,0.105263158,0,0.126315789,0.010526316,12.125,4.625,2.625,3.25,0.75,0,0.25,31
52,0.096153846,0,0.115384615,0,10.2,4.4,0.8,3.2,0.4,0.6,0,33
53,0.113207547,0,0.094339623,0,10.8,4.2,1,3.8,0.8,0.2,0,35
82,0.12195122,0.024390244,0.134146341,0.012195122,10.25,3.875,1.125,4.25,0.375,0.5,0.125,34
72,0.055555556,0.027777778,0.152777778,0.027777778,12,4.666666667,2,3.5,0.666666667,0.166666667,0.166666667,33
60,0.066666667,0,0.2,0,12,4.8,2.4,2.6,0.8,0,0.2,30
96,0.09375,0.010416667,0.125,0.010416667,13.71428571,5.857142857,2,3.714285714,0.714285714,0.285714286,0,31
65,0.123076923,0.015384615,0.184615385,0.015384615,10.83333333,4.166666667,1,2.666666667,1,0,0,33
75,0.066666667,0.013333333,0.066666667,0,9.375,4.375,2,1.5,0.875,0,0.125,28
75,0.106666667,0.026666667,0.106666667,0.026666667,13.16666667,4.5,1.166666667,4.166666667,0.833333333,0.166666667,0,22
67,0.029850746,0,0.194029851,0.029850746,13.2,6.6,3.4,2.6,0.6,0.2,0.2,31
67,0.104477612,0.044776119,0.044776119,0,8.375,3.75,1.5,1.5,0.5,0.125,0.375,29
53,0.094339623,0,0.150943396,0,8.666666667,4.333333333,1.166666667,2.666666667,0.833333333,0,0.166666667,31
43,0.093023256,0.023255814,0.209302326,0.046511628,7.333333333,3.666666667,0.5,2.166666667,0.5,0.333333333,0.166666667,37
85,0.094117647,0,0.141176471,0.023529412,14.33333333,5,2,4.5,0.833333333,0.166666667,0,26
66,0.045454545,0,0.106060606,0,16.5,5.75,2,5.75,1,0,0,32
73,0.082191781,0,0.095890411,0,12.33333333,4.833333333,3.333333333,2.333333333,0.833333333,0,0.166666667,31
51,0.058823529,0,0.117647059,0,8.5,4,0.5,3.666666667,0.666666667,0.166666667,0.166666667,24
89,0.078651685,0,0.191011236,0.011235955,9.888888889,3.777777778,0.777777778,3,0.777777778,0.222222222,0,31
76,0.052631579,0,0.157894737,0.052631579,7.8,4.1,1.6,2.2,0.5,0.4,0.1,29
83,0.096385542,0,0.108433735,0,10.375,4.625,1.5,2.375,0.875,0,0.125,38
88,0.079545455,0,0.102272727,0,9.555555556,4.333333333,0.666666667,3.222222222,0.888888889,0.111111111,0,27
74,0.108108108,0,0.135135135,0.040540541,12.5,4.833333333,1.5,3.5,0.666666667,0.166666667,0.166666667,35
59,0.101694915,0.016949153,0.084745763,0.033898305,15,5.5,2.75,4.5,0.75,0.25,0,31
73,0.095890411,0,0.123287671,0,14.8,5.4,2,4.6,1,0,0,32
71,0.126760563,0,0.126760563,0.014084507,14.2,6,2.4,3.4,1,0,0,31
81,0.049382716,0.024691358,0.135802469,0.024691358,13.66666667,5.666666667,2,4,0.666666667,0.333333333,0,32
109,0.073394495,0.027522936,0.091743119,0.027522936,13.625,4.5,2.125,4.625,0.625,0.125,0.25,33
72,0.097222222,0,0.083333333,0.013888889,9.857142857,3.857142857,1.428571429,4,0.714285714,0.142857143,0.142857143,33
94,0.085106383,0,0.223404255,0.010638298,11.875,4.75,2.25,3.5,1,0,0,21
75,0.12,0,0.066666667,0.04,12.33333333,4.5,0.666666667,4.833333333,0.833333333,0.166666667,0,26
100,0.1,0.02,0.1,0.06,12.5,5.25,1.625,2.75,0.375,0.625,0,28
105,0.095238095,0,0.123809524,0.00952381,7.357142857,3.571428571,1.285714286,1.214285714,0.785714286,0.071428571,0.142857143,39
79,0.088607595,0.012658228,0.164556962,0.012658228,9.875,4.875,2.125,1.5,0.75,0.25,0,28
26,0.115384615,0,0.192307692,0,13,5,2,3,1,0,0,29
76,0.105263158,0,0.157894737,0.013157895,10.71428571,4.428571429,1.142857143,2.285714286,0.857142857,0,0.142857143,29
74,0.108108108,0.027027027,0.148648649,0.040540541,10.57142857,4.428571429,1,2.857142857,0.142857143,0.714285714,0.142857143,24
84,0.119047619,0,0.166666667,0,12.14285714,4.571428571,2.428571429,2.428571429,0.857142857,0,0.142857143,33
72,0.097222222,0.013888889,0.180555556,0,10.28571429,4.857142857,4,1.285714286,0.857142857,0,0.142857143,32
58,0.086206897,0,0.172413793,0,9.666666667,4.833333333,2.166666667,1.833333333,0.833333333,0,0.166666667,26
86,0.046511628,0.034883721,0.139534884,0.046511628,8.7,3.6,0.7,3,0.4,0.6,0,30
90,0.111111111,0,0.177777778,0.011111111,15.16666667,5.166666667,3.166666667,4.166666667,0.833333333,0.166666667,0,32
67,0.074626866,0.014925373,0.149253731,0.014925373,13.4,5,2.4,4.2,0.6,0.4,0,32
71,0.070422535,0,0.14084507,0.014084507,10,4.285714286,2,2.857142857,0.857142857,0.142857143,0,28
61,0.06557377,0,0.213114754,0.032786885,10.16666667,4.5,0.666666667,4.166666667,0.5,0.333333333,0.166666667,27
111,0.099099099,0.027027027,0.117117117,0.018018018,12.22222222,4.111111111,1.777777778,3.888888889,0.333333333,0.666666667,0,30
67,0.134328358,0.014925373,0.179104478,0.014925373,11.16666667,4.833333333,1.5,2.666666667,1,0,0,33
69,0.086956522,0,0.101449275,0.014492754,11.33333333,4.5,2,2.333333333,1,0,0,33
68,0.147058824,0.014705882,0.161764706,0.014705882,8.625,3.875,0.375,2.625,0.375,0.375,0.25,34
92,0.130434783,0,0.130434783,0.010869565,13.14285714,4.285714286,1.571428571,3.285714286,0.714285714,0.285714286,0,33
86,0.151162791,0,0.139534884,0.011627907,12.28571429,4.714285714,1,3.285714286,0.857142857,0.142857143,0,28
84,0.095238095,0.011904762,0.154761905,0.011904762,11.85714286,4.714285714,1.571428571,3.571428571,0.714285714,0.285714286,0,32
82,0.097560976,0.012195122,0.06097561,0.012195122,9.111111111,3.888888889,1.666666667,1.666666667,0.333333333,0.444444444,0.222222222,29
83,0.096385542,0,0.096385542,0.024096386,10.125,4.25,1.875,2.5,0.375,0.25,0.375,30
88,0.068181818,0,0.125,0,10,4.111111111,1.666666667,2.222222222,0.777777778,0,0.222222222,32
73,0.068493151,0.01369863,0.082191781,0.068493151,9.25,4.625,1.875,2.375,0.375,0.625,0,30
64,0.0625,0,0.140625,0,16,5.75,3.5,2.5,1,0,0,27
57,0.035087719,0,0.052631579,0,11.4,4,1.6,4.2,0.8,0.2,0,22
110,0.090909091,0.036363636,0.081818182,0.036363636,8.461538462,3.692307692,1.384615385,2.384615385,0.384615385,0.384615385,0.230769231,30
83,0.144578313,0,0.072289157,0,10.5,4.375,0.875,2.625,0.5,0.125,0.375,30
50,0.04,0.02,0.14,0.04,10,4,1.2,2.8,0.6,0.2,0.2,31
77,0.077922078,0.012987013,0.12987013,0.025974026,11.14285714,4.571428571,1.857142857,2.857142857,0.714285714,0.285714286,0,36
63,0.111111111,0.015873016,0.111111111,0.047619048,10.5,4.666666667,1,3.5,0.833333333,0.166666667,0,31
65,0.123076923,0.061538462,0.107692308,0,21.66666667,5.333333333,3.666666667,7,0.333333333,0.666666667,0,22
43,0.023255814,0,0.139534884,0,7.166666667,4.166666667,1.333333333,2.5,0.833333333,0,0.166666667,40
72,0.041666667,0.013888889,0.111111111,0.013888889,11.66666667,5.333333333,2,2.333333333,0.166666667,0.833333333,0,27
65,0.046153846,0.015384615,0.153846154,0.015384615,12.6,5.2,4.2,2.8,0.6,0.2,0.2,16
94,0.138297872,0,0.127659574,0.021276596,9.5,4.6,2.2,1.3,0.8,0,0.2,34
61,0.098360656,0,0.131147541,0.016393443,8.714285714,4,1.571428571,2,0.571428571,0.428571429,0,37
74,0.162162162,0,0.162162162,0.013513514,10.28571429,4,0.428571429,3.142857143,0.857142857,0.142857143,0,22
84,0.095238095,0.011904762,0.023809524,0.011904762,9.444444444,4,0.777777778,2.333333333,0.444444444,0.111111111,0.444444444,23
92,0.065217391,0,0.141304348,0,13.57142857,5.142857143,2.428571429,3.571428571,0.857142857,0.142857143,0,35
97,0.103092784,0.010309278,0.113402062,0.010309278,16,5,2.333333333,6,0.833333333,0.166666667,0,34
55,0.018181818,0,0.127272727,0.054545455,13.5,4.75,2,4,0.75,0.25,0,32
77,0.051948052,0.012987013,0.051948052,0.012987013,9.625,4,0.875,3.375,0.5,0.375,0.125,33
67,0.044776119,0.014925373,0.059701493,0,11.16666667,3.833333333,0.833333333,6.5,0.666666667,0.333333333,0,29
52,0.019230769,0.019230769,0.096153846,0.057692308,6.5,2.75,0.625,2.25,0.625,0.375,0,30
53,0.113207547,0,0.132075472,0.037735849,7.571428571,2.857142857,0.857142857,2.285714286,0.571428571,0.142857143,0.285714286,29
52,0.096153846,0,0.096153846,0.115384615,10.8,4.2,0.8,3.2,0.2,0.8,0,23
97,0.082474227,0.020618557,0.134020619,0.020618557,13.85714286,5.285714286,3.142857143,3.142857143,1,0,0,30
60,0.133333333,0,0.05,0.016666667,12,4.2,1.4,3,0.8,0,0.2,33
66,0.060606061,0.03030303,0.03030303,0.060606061,10.66666667,4.5,1.833333333,4,0.166666667,0.833333333,0,29
74,0.081081081,0,0.108108108,0,12.83333333,5.666666667,2,3.166666667,0.666666667,0.166666667,0.166666667,31
53,0.132075472,0.037735849,0.094339623,0.037735849,6.625,3.25,0.375,2,0.625,0.125,0.25,20
69,0.173913043,0,0.188405797,0,8.875,4.625,1.375,1.875,1,0,0,36
64,0.0625,0,0.234375,0.03125,13,5.2,1.6,2.8,0.8,0.2,0,34
90,0.088888889,0,0.188888889,0,13,5.142857143,2.714285714,2.285714286,1,0,0,30
61,0.049180328,0.049180328,0.114754098,0,10.33333333,4.833333333,1.166666667,3.166666667,0.333333333,0.333333333,0.333333333,24
96,0.083333333,0,0.083333333,0.020833333,10.88888889,4.777777778,1.444444444,2.888888889,0.666666667,0.111111111,0.222222222,28
52,0.076923077,0.019230769,0.25,0,17.33333333,5.666666667,2,5.666666667,1,0,0,34
78,0.115384615,0,0.141025641,0,9.75,4.625,1.5,2,0.875,0,0.125,37
111,0.081081081,0.009009009,0.09009009,0.027027027,13.75,4.75,3.875,2.875,0.625,0.25,0.125,37
57,0.087719298,0.01754386,0.157894737,0,9.5,4.5,1.666666667,2.666666667,0.666666667,0.333333333,0,22
63,0.015873016,0.015873016,0.063492063,0.031746032,10.33333333,4.5,2,3.166666667,0.833333333,0.166666667,0,32
96,0.09375,0.020833333,0.104166667,0.020833333,12.125,4.5,2.5,3.75,0.625,0.375,0,28
84,0.05952381,0.035714286,0.095238095,0.035714286,9.555555556,4.333333333,1.555555556,2.888888889,0.444444444,0.555555556,0,29
86,0.081395349,0,0.127906977,0.069767442,8.6,4.2,1.9,1.9,0.7,0.2,0.1,32
74,0.067567568,0,0.189189189,0.013513514,10.57142857,4.857142857,2.428571429,1.428571429,0.571428571,0.285714286,0.142857143,23
76,0.065789474,0.039473684,0.105263158,0.013157895,9.625,4.25,0.75,3.5,0.375,0.625,0,24
85,0.094117647,0.011764706,0.188235294,0,8.2,4,1.2,1.3,0.9,0,0.1,31
89,0.101123596,0.011235955,0.235955056,0.011235955,11,4.625,2.5,2.625,0.75,0.25,0,32
52,0.153846154,0,0.057692308,0,7.285714286,3.142857143,0.571428571,2.142857143,1,0,0,37
74,0.081081081,0,0.148648649,0.027027027,9.25,4.25,1.25,2.625,0.75,0.125,0.125,22
86,0.093023256,0.011627907,0.081395349,0.046511628,8.6,4.2,2.2,1.6,0.6,0.3,0.1,30
73,0.109589041,0,0.095890411,0.01369863,12.16666667,4.666666667,1.833333333,2.833333333,1,0,0,32
62,0.14516129,0,0.225806452,0.032258065,8.857142857,3.857142857,0.714285714,2.857142857,0.714285714,0.285714286,0,33
79,0.075949367,0.037974684,0.063291139,0.063291139,11.85714286,4.285714286,1.142857143,4.428571429,0.285714286,0.714285714,0,34
105,0.066666667,0.00952381,0.095238095,0.00952381,9.454545455,4.636363636,1.545454545,3,0.363636364,0.636363636,0,29
61,0.06557377,0,0.114754098,0.032786885,10.16666667,4.5,1.666666667,3,1,0,0,37
75,0.106666667,0,0.173333333,0.013333333,14.6,4.8,3,4,0.8,0.2,0,30
72,0.083333333,0.013888889,0.166666667,0.069444444,7,3.6,0.8,1.8,0.3,0.6,0.1,36
74,0.121621622,0,0.094594595,0,12.5,4.833333333,2.166666667,3.333333333,0.666666667,0,0.333333333,29
73,0.123287671,0,0.164383562,0,8.222222222,4,1.111111111,1.666666667,0.777777778,0.222222222,0,29
87,0.103448276,0.022988506,0.149425287,0,9.555555556,3.777777778,0.777777778,3.555555556,0.777777778,0.111111111,0.111111111,31
71,0.070422535,0.014084507,0.154929577,0.042253521,14.2,5,1.4,4.8,0.8,0,0.2,32
85,0.094117647,0,0.105882353,0.035294118,12.28571429,4.714285714,2.571428571,3.285714286,0.285714286,0.428571429,0.285714286,21
68,0.102941176,0,0.220588235,0.014705882,11,4.5,1.833333333,2.5,1,0,0,30
97,0.12371134,0.010309278,0.134020619,0.030927835,13.85714286,4.857142857,2.857142857,3.714285714,0.714285714,0.285714286,0,34
49,0.081632653,0,0.183673469,0.040816327,16.33333333,6.333333333,2.333333333,4,1,0,0,34
51,0.078431373,0.039215686,0.117647059,0.078431373,10.2,4.4,1.8,4,0.4,0.6,0,23
78,0.115384615,0.012820513,0.141025641,0.025641026,9.625,4.5,1.625,2.375,0.875,0,0.125,30
50,0.08,0.02,0.16,0.06,8.333333333,4,0.5,1.666666667,0.166666667,0.666666667,0.166666667,29
66,0.03030303,0,0.181818182,0.060606061,9.571428571,4.714285714,1.857142857,1.714285714,0.857142857,0.142857143,0,33
78,0.141025641,0,0.064102564,0.051282051,9.75,4.875,2,1.5,0.875,0,0.125,36
82,0.12195122,0,0.207317073,0.012195122,9.555555556,4.111111111,1.777777778,2,0.888888889,0.111111111,0,35
86,0.046511628,0.023255814,0.127906977,0.034883721,9.888888889,4.111111111,1.777777778,3.111111111,0.333333333,0.444444444,0.222222222,28
98,0.12244898,0.010204082,0.102040816,0.020408163,14.14285714,4.714285714,2.142857143,5,0.714285714,0.285714286,0,29
85,0.082352941,0.011764706,0.129411765,0.023529412,12.28571429,4.285714286,1.857142857,3.857142857,0.714285714,0.285714286,0,34
58,0.120689655,0,0.120689655,0,9.5,4.833333333,1.5,1.333333333,0.666666667,0.333333333,0,34
74,0.054054054,0.013513514,0.135135135,0,9.25,4.5,0.875,2.875,1,0,0,31
73,0.109589041,0,0.205479452,0,10.28571429,4.428571429,1.571428571,2.714285714,1,0,0,30
59,0.13559322,0.016949153,0.169491525,0.016949153,8.428571429,3.857142857,1.285714286,2.285714286,0.714285714,0.285714286,0,24
74,0.135135135,0.040540541,0.135135135,0.040540541,7.3,3.4,1.1,2.1,0.4,0.4,0.2,36
49,0.040816327,0.020408163,0.12244898,0.020408163,8.166666667,3.333333333,0.666666667,3.833333333,0.666666667,0.333333333,0,30
83,0.108433735,0.012048193,0.096385542,0.012048193,12,4.857142857,1.857142857,3.857142857,0.428571429,0.285714286,0.285714286,29
55,0.127272727,0.018181818,0.109090909,0.018181818,6,2.888888889,0.666666667,1.777777778,0.111111111,0.666666667,0.222222222,31
57,0.070175439,0,0.157894737,0.052631579,6.222222222,3.222222222,0.111111111,2.111111111,0.333333333,0.444444444,0.222222222,21
72,0.041666667,0.013888889,0.125,0,18,7,6.5,2.25,1,0,0,38
78,0.076923077,0,0.128205128,0,15.4,5,3.6,2.6,0.6,0,0.4,33
84,0.071428571,0,0.047619048,0,9.333333333,3.888888889,0.888888889,2.555555556,0.333333333,0.444444444,0.222222222,29
68,0.132352941,0.014705882,0.147058824,0,9.714285714,4.142857143,0.714285714,2.714285714,0.571428571,0.285714286,0.142857143,33
86,0.081395349,0,0.186046512,0.023255814,12.28571429,4.571428571,2.285714286,2.714285714,1,0,0,31
108,0.12962963,0,0.092592593,0.027777778,15.42857143,6,3.714285714,2.571428571,0.714285714,0.285714286,0,28
65,0.046153846,0,0.076923077,0,13,4.8,2.6,4.2,0.6,0.2,0.2,30
82,0.073170732,0,0.170731707,0,11.57142857,4.857142857,1.428571429,2.285714286,0.857142857,0.142857143,0,29
62,0.080645161,0.016129032,0.064516129,0,12.2,4.8,1.8,4.4,1,0,0,30
69,0.072463768,0,0.086956522,0.028985507,10,4.142857143,1.428571429,3,0.571428571,0.428571429,0,28
62,0.080645161,0,0.14516129,0,10.33333333,4.166666667,1.833333333,2.833333333,1,0,0,30
57,0.105263158,0.052631579,0.087719298,0.01754386,14,5.25,1.25,5.25,0.25,0.75,0,28
79,0.088607595,0.025316456,0.126582278,0.025316456,7.9,3.9,1,2.5,0.5,0.5,0,25
105,0.095238095,0,0.104761905,0.019047619,9.545454545,3.909090909,1.363636364,2.818181818,0.727272727,0.181818182,0.090909091,24
77,0.025974026,0.025974026,0.155844156,0.038961039,7.9,3.4,1.1,2.5,0.3,0.5,0.2,31
88,0.079545455,0,0.113636364,0.022727273,11,4.375,2,2.5,0.375,0.5,0.125,33
69,0.086956522,0,0.072463768,0.014492754,9.714285714,4.714285714,2.857142857,2,0.714285714,0,0.285714286,29
100,0.1,0.01,0.08,0.06,11.33333333,4.222222222,0.888888889,4.333333333,0.444444444,0.444444444,0.111111111,35
72,0.097222222,0,0.166666667,0.013888889,9.125,4.375,1.25,2.375,0.75,0.125,0.125,36
63,0.095238095,0.015873016,0.126984127,0.015873016,10.33333333,4.5,2.166666667,2.666666667,0.5,0.5,0,26
78,0.128205128,0,0.128205128,0,11.14285714,4.571428571,2.428571429,2.142857143,0.714285714,0,0.285714286,40
57,0.035087719,0,0.175438596,0,8,4.428571429,1.428571429,2.142857143,1,0,0,26
57,0.087719298,0,0.140350877,0.087719298,6.444444444,3.111111111,1.111111111,1.333333333,0.111111111,0.333333333,0.555555556,30
59,0.101694915,0,0.13559322,0,9.833333333,4.166666667,1.666666667,2.5,1,0,0,23
91,0.076923077,0.021978022,0.098901099,0.021978022,10,4.111111111,1.888888889,3,0.555555556,0.333333333,0.111111111,32
70,0.085714286,0,0.1,0,14,5.2,3,3.8,1,0,0,32
73,0.150684932,0.02739726,0.054794521,0.068493151,7.2,3.6,0.3,2.7,0.3,0.7,0,28
84,0.119047619,0,0.107142857,0.011904762,8.5,4.1,1.1,2.2,0.6,0.4,0,33
86,0.058139535,0,0.139534884,0.011627907,10.25,4.625,2.125,2.625,0.875,0.125,0,31
73,0.109589041,0,0.164383562,0,9.125,4.625,1.625,2.125,0.875,0.125,0,30
80,0.1,0.0375,0.0375,0.0375,7.363636364,3.363636364,1,1.272727273,0.181818182,0.545454545,0.272727273,34
58,0.120689655,0.017241379,0.172413793,0.017241379,9.666666667,5.166666667,1.666666667,2.5,0.833333333,0.166666667,0,28
85,0.141176471,0.023529412,0.105882353,0.011764706,8.6,3.7,1.2,2.4,0.3,0.3,0.4,33
94,0.021276596,0,0.127659574,0.042553191,9.4,4.2,1.4,2.8,0.7,0.1,0.2,28
89,0.146067416,0.011235955,0.179775281,0.02247191,8.9,4.4,1.4,1.7,0.9,0,0.1,28
73,0.109589041,0.01369863,0.136986301,0.02739726,12.33333333,5,2.333333333,2.666666667,0.833333333,0.166666667,0,40
